practise_count,use_time,action_time
6,87.95421528816223,2020-12-14 20:42:59
6,95.3244481086731,2020-12-16 21:29:39
6,105.0600278377533,2020-12-16 20:15:42
4,104.73860287666321,2020-12-13 19:37:12
2,88.0975649356842,2020-12-13 09:20:34
2,273.67451167106634,2020-12-13 19:24:19
